Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Vitae Institute,2/14/2020,20302CC6-B093-2968-A16B-4875C2EF241D,"Covid auctor, velit eget laoreet posuere,",7.5,0.068478261,,Yes,Yes,,148468 5795,April F. David,Jana L. Langley,1,Analytics,Customer Success,9
Donec Consectetuer Mauris Incorporated,3/3/2020,EE1B922B-5060-774D-A902-A3D447C0F34D,"sem elit, pharetra ut, pharetra",7.5,0.068478261,,No,Yes,,128989 5599,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,9
Ac Mattis Company,1/23/2020,C47D0688-49E4-9E21-B9C1-DA28C5B025C1,Covid sed orci lobortis augue scelerisque,8,0.072282609,,Yes,Yes,,547995 3498,Elliott C. Ortiz,Zenaida X. Sullivan,1,Analytics,Customer Success,9.5
Volutpat Nulla Inc.,1/16/2020,FFB4272F-FAF6-7361-9740-93D6825CB9C8,Duis ac arcu. Nunc mauris.,8.5,0.076086957,,No,Yes,,583021 8961,Belle J. Shaw,Mariko J. Elliott,1,Analytics,Customer Success,10
Ante Maecenas Consulting,1/28/2020,0A32B054-3397-83EE-9073-01616784F871,"tempus, lorem fringilla ornare placerat,",8.5,0.076086957,,No,Yes,,774694 0811,Hashim E. Delacruz,Garrison Y. Hahn,1,Analytics,Customer Success,10
Semper Pretium Neque LLP,3/3/2020,160E3691-2E58-6F22-3E3D-F0392AA8AEBE,ante ipsum primis in faucibus,9,0.079891304,,No,Yes,,832778 5914,Elliott C. Ortiz,Nathaniel K. Burton,1,Analytics,Customer Success,10.5
Diam Luctus Ltd,1/29/2020,0B16B9FF-1C27-B22F-BFB1-1EEAC2A856E5,ut nisi a odio semper,1,0.007608696,,No,Yes,,854999 5465,Declan D. Puckett,Quail S. Curtis,1,Data Support,Customer Success,1
Donec Consectetuer Mauris Incorporated,3/20/2020,069672E2-41A3-5B43-2912-03C40A68D5B8,Covid varius. Nam porttitor scelerisque neque.,2,0.015217391,,Yes,Yes,,116109 8395,Declan D. Puckett,Cheryl U. Perkins,1,Data Support,Customer Success,2
Suspendisse Dui LLP,2/12/2020,50EC53B5-4675-91EB-9733-4DA79180F7B7,Integer aliquam adipiscing lacus. Ut,2,0.015217391,,No,Yes,,618745 2260,Holly P. Cameron,Florence T. Bullock,1,Data Support,Customer Success,2
Adipiscing Corp.,1/14/2020,E3294839-F3F9-C10A-6C90-78462B588E3B,Covid vel turpis. Aliquam adipiscing lobortis,2,0.015217391,,Yes,Yes,,017561 0708,James Z. Garrett,Tatyana E. Roach,1,Data Support,Customer Success,2
Curabitur Ut Odio Associates,3/13/2020,0634192E-D3D4-37EB-4D4E-F18EF037DEDE,"Covid adipiscing fringilla, porttitor vulputate, posuere",3,0.022826087,,Yes,Yes,,684754 2278,Luke D. Tyson,Jeremy F. Nash,1,Data Support,Customer Success,3
Dictum Inc.,3/31/2020,8DF4F6AF-FD8F-6E9D-AF20-CC4376156F9E,"Covid ac, eleifend vitae, erat. Vivamus",3,0.034239130,4.5,Yes,Yes,,594865 6839,Hashim E. Delacruz,Selma C. Mccullough,1,Data Support,Customer Success,4.5
Pede Cum Sociis Institute,3/10/2020,0CB443E6-A97C-5D70-CDF0-FB77950A0E27,"bibendum. Donec felis orci, adipiscing",3.5,0.038043478,,No,Yes,,263587 1979,James Z. Garrett,Roanna B. Langley,1,Data Support,Customer Success,5
A Facilisis Inc.,2/28/2020,3E9894A0-B97C-5F70-A457-B82240671023,"Covid Nunc mauris elit, dictum eu,",4,0.030434783,,Yes,Yes,,553714 2506,Neil K. Sherman,Jaquelyn X. Frost,1,Data Support,Customer Success,4
Neque Ltd,1/24/2020,EDA419AA-2A37-416C-30BC-ACF764296138,"est ac mattis semper, dui",4,0.030434783,,No,Yes,,895023 8314,Tyrone Z. Pollard,Britanni M. Henry,1,Data Support,Customer Success,4
Amet Ornare Lectus Inc.,1/31/2020,5056FCB3-F3AF-FB17-CCB0-8B142D705DC1,"nibh. Aliquam ornare, libero at",4,0.030434783,,No,Yes,,148278 2388,Zorita A. Byers,Susan T. Warren,1,Data Support,Customer Success,4
Diam Duis Inc.,2/12/2020,B5746073-2E13-4D1D-8C09-A27EB19C521C,est tempor bibendum. Donec felis,4,0.041847826,,No,Yes,,317116 6253,Belle J. Shaw,Mariko J. Elliott,1,Data Support,Customer Success,5.5
Morbi Non Corp.,3/24/2020,8FBDFB62-2709-9CB1-9B9D-DF11E5D06425,Covid eu nibh vulputate mauris sagittis,4.5,0.045652174,,Yes,Yes,6,969261 3830,Buffy Y. Flynn,Brock K. Ramsey,1,Data Support,Customer Success,6
Gravida Aliquam Tincidunt Inc.,1/29/2020,403FD1EA-C98F-0C27-B363-273CCB0883B2,id risus quis diam luctus,4.5,0.045652174,,No,Yes,,584690 5361,Tasha V. Sellers,Dolan J. Mayo,1,Data Support,Customer Success,6
Blandit At Company,1/2/2020,8E800084-E0F1-CCC4-FEB2-089F3785E66E,Cum sociis natoque penatibus et,6.5,0.060869565,,No,Yes,,315800 5557,Kelly C. Monroe,Hedy P. Flores,1,Data Support,Customer Success,8
Cras Vulputate Associates,3/4/2020,052C8B37-43DF-3BA8-6386-4021E4FBAB38,"Covid lacinia orci, consectetuer euismod est",6.5,0.060869565,,Yes,Yes,,422783 8564,Sage X. Holland,Noble S. Patton,1,Data Support,Customer Success,8
Tellus Non Magna Institute,1/30/2020,8536DA4F-3A1F-395D-EFDF-F665DA42174B,"Covid Nunc mauris elit, dictum eu,",7.5,0.068478261,,Yes,Yes,,138047 8766,Caleb Q. Lott,Myles I. Nguyen,1,Data Support,Customer Success,9
Vehicula Institute,1/8/2020,E40E2518-8407-8178-4DDA-D98996DD2858,Covid vel sapien imperdiet ornare. In,7.5,0.068478261,,Yes,Yes,,053709 1894,James Z. Garrett,Reed B. Spence,1,Data Support,Customer Success,9
Metus Urna Convallis Limited,1/10/2020,9311C4C6-1CAD-8296-0260-06170DF3F3F2,"diam lorem, auctor quis, tristique",7.5,0.068478261,,No,Yes,,553600 2685,Zorita A. Byers,Jerome X. Wynn,1,Data Support,Customer Success,9
Augue Eu Tempor Consulting,3/16/2020,EA7ED5CB-253B-8A8E-0454-4B1706264BE8,"Covid ornare, libero at auctor ullamcorper,",8.5,0.076086957,,Yes,Yes,,563581 7983,Kaden A. Chase,Stephanie U. Perry,1,Data Support,Customer Success,10
Sodales Institute,3/18/2020,6F7A2102-8136-4B2B-62D8-8ED6560E0A01,Suspendisse sed dolor. Fusce mi,9,0.079891304,,No,Yes,,313866 9290,Leonard C. Ingram,Gannon Y. Hancock,1,Data Support,Customer Success,10.5
Sodales Mauris Blandit Institute,1/31/2020,409D9933-E6BD-0731-18E0-1A636CB29E65,nonummy. Fusce fermentum fermentum arcu.,1,0.007608696,,No,Yes,,527768 6381,Kaden A. Chase,Walter F. Gill,1,General Help,Customer Success,1
Vel Industries,3/18/2020,BE3DBC7D-3558-F487-810F-DBAD2196B54B,"mauris, rhoncus id, mollis nec,",1,0.007608696,,No,Yes,,653191 7729,Kaden A. Chase,Kitra Y. Gould,1,General Help,Customer Success,1
Lobortis Mauris Corporation,2/4/2020,A05403EE-8D2E-FBDA-37DD-FB37CFDE4DC8,Covid orci luctus et ultrices posuere,1,0.007608696,,Yes,Yes,,986871 1970,Luke D. Tyson,Keegan B. Terry,1,General Help,Customer Success,1
Arcu Et Associates,2/10/2020,E288BF29-986B-6127-7BF6-6245166744D3,Nunc mauris. Morbi non sapien,1,0.007608696,,No,Yes,,319605 1282,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,1
Magna Foundation,2/12/2020,6D760FD1-8353-EB6D-643B-D6AFCEEE01BF,quam dignissim pharetra. Nam ac,2,0.015217391,,No,Yes,,967960 1238,Caleb Q. Lott,Myles I. Nguyen,1,General Help,Customer Success,2
Consectetuer Adipiscing Consulting,1/23/2020,056B0857-A7BD-3565-74AB-DC0417562E8C,natoque penatibus et magnis dis,2,0.015217391,,No,Yes,,703933 9622,Dolan X. Russo,Rogan M. Le,1,General Help,Customer Success,2
Non Ante Bibendum Corp.,2/28/2020,D1069039-62D6-E5B2-D0D0-5033B2829DEA,Covid nascetur ridiculus mus. Proin vel,2,0.015217391,,Yes,Yes,,217196 5599,Holly P. Cameron,Yuli L. Miller,1,General Help,Customer Success,2
Lectus Nullam Foundation,1/3/2020,18CC95C2-3D4E-5A0A-027C-1739FF0A0727,nec metus facilisis lorem tristique,2,0.015217391,,No,Yes,,028139 9642,Luke D. Tyson,Conan O. Huffman,1,General Help,Customer Success,2
Eu Accumsan Foundation,1/29/2020,58D2CF4B-7F0A-2B6D-9E02-EEA36135E2FB,"commodo at, libero. Morbi accumsan",2,0.015217391,,No,Yes,,327782 1488,May R. Henderson,Halla Y. Quinn,1,General Help,Customer Success,2
In Company,1/17/2020,4A408894-B6CE-DF97-0851-5C9162F9D6FD,nunc. Quisque ornare tortor at,2,0.015217391,,No,Yes,,806573 8513,Mikayla K. Moore,Daryl M. Craig,1,General Help,Customer Success,2
Non Lobortis Incorporated,3/11/2020,16F7BD89-C86E-FC98-C23F-18FB7A897563,Covid Donec nibh. Quisque nonummy ipsum,2,0.015217391,,Yes,Yes,,943009 2602,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,2
Tempor Est Ac LLP,1/14/2020,1D5F339E-1521-4BB8-D02F-36B0EE3CC300,"amet, risus. Donec nibh enim,",2.5,0.019021739,,No,Yes,,985586 7355,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,2.5
Felis Purus Ac LLC,1/16/2020,9CCF2225-DBA2-B0CB-5593-BC430231BC34,vitae purus gravida sagittis. Duis,3,0.022826087,,No,Yes,,692719 5203,Dolan X. Russo,Audrey I. Kirby,1,General Help,Customer Success,3
Rhoncus Donec Limited,1/16/2020,DEB3FDF7-90BD-8619-6483-ED7F8057997A,Aliquam erat volutpat. Nulla dignissim.,3,0.022826087,,No,Yes,,982040 3344,Dolan X. Russo,Eliana M. Morales,1,General Help,Customer Success,3
Duis Dignissim Tempor LLP,2/26/2020,BA1ED35C-56DD-0F07-BED6-A6351C06D01C,molestie tortor nibh sit amet,3,0.022826087,,No,Yes,,823988 2213,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,3
Orci Quis Lectus Corp.,1/24/2020,627AF140-0FDF-C3B5-4D95-16CF79BB8F57,"Covid luctus, ipsum leo elementum sem,",3,0.022826087,,Yes,Yes,,598995 5082,Tyrone Z. Pollard,Britanni M. Henry,1,General Help,Customer Success,3
Adipiscing Associates,3/10/2020,31CD2577-67C4-2265-73D4-35CF6F2F5874,"aliquet, metus urna convallis erat,",3,0.034239130,,No,Yes,,964854 7389,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,4.5
Vitae Limited,3/9/2020,920BC753-22C3-2011-81F0-A501231C47D6,vehicula. Pellentesque tincidunt tempus risus.,3,0.034239130,,No,Yes,,815491 5857,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,4.5
In Scelerisque Consulting,1/31/2020,E40ABEE4-B0A3-2D2E-B920-7C513ADA9FFE,"elementum purus, accumsan interdum libero",3.5,0.026630435,,No,Yes,,274152 0916,Buffy Y. Flynn,Kelsey H. Daniel,1,General Help,Customer Success,3.5
Sed Tortor Integer Inc.,1/28/2020,693A796A-6360-6B00-5DC3-7AA6DBD16ECC,"Covid ornare placerat, orci lacus vestibulum",3.5,0.038043478,,Yes,Yes,,805764 9017,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,5
Erat Foundation,1/16/2020,EEDC20F9-2C7B-1EF3-159D-6AC7782E6CCB,non nisi. Aenean eget metus.,4,0.030434783,,No,Yes,,049082 9447,Benjamin H. Contreras,Rudyard E. Finch,1,General Help,Customer Success,4
Risus Donec Nibh LLP,2/24/2020,119E941C-C6CD-A301-F5F6-C2182E73463A,"Covid augue ut lacus. Nulla tincidunt,",4,0.030434783,,Yes,Yes,,506264 4074,Dolan X. Russo,Audrey I. Kirby,1,General Help,Customer Success,4
Dui Augue Eu LLC,3/27/2020,194C3BC8-2E6D-1E7B-A0D1-D3C9DD63CB91,nec tempus mauris erat eget,4.5,0.045652174,,No,Yes,6,137496 2007,Gareth I. Gardner,Cassady G. Grimes,1,General Help,Customer Success,6
Fringilla Mi Corp.,2/28/2020,72F0801C-C78F-159F-B3B9-37D32B1A8DF0,Covid augue scelerisque mollis. Phasellus libero,4.5,0.045652174,,Yes,Yes,,845017 0256,Mikayla K. Moore,Daryl M. Craig,1,General Help,Customer Success,6
Ac Eleifend Vitae LLP,3/4/2020,EBB81A4C-B6B8-F316-8775-D5BF180083D8,interdum ligula eu enim. Etiam,4.5,0.045652174,,No,Yes,,983414 5972,Neil K. Sherman,Jaquelyn X. Frost,1,General Help,Customer Success,6
Feugiat Placerat Institute,1/14/2020,5DEBE1AB-3637-C23D-F56C-7034138180E2,"Nunc lectus pede, ultrices a,",4.5,0.045652174,,No,Yes,,369683 7826,Tasha V. Sellers,Dolan J. Mayo,1,General Help,Customer Success,6
Mauris Corporation,2/27/2020,EF686C12-1653-0DE8-94AD-F8EAEED2A24B,viverra. Maecenas iaculis aliquet diam.,5,0.049456522,,No,Yes,,365679 5386,Benjamin H. Contreras,Shannon P. Stokes,1,General Help,Customer Success,6.5
Eleifend Nec PC,1/20/2020,843198E0-E9FE-057B-74AB-0D87E107154D,elit erat vitae risus. Duis,5,0.049456522,,No,Yes,,592657 2735,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,6.5
Nisi Nibh Ltd,2/28/2020,D31DB0E3-9E25-6BFE-73B0-41E042B6B581,eu erat semper rutrum. Fusce,5.5,0.053260870,,No,Yes,,117848 0933,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,7
Lectus Nullam Foundation,2/14/2020,1D8FA769-A5C9-F446-FB69-C14E42B05349,"velit in aliquet lobortis, nisi",5.5,0.053260870,,No,Yes,,479711 8413,Luke D. Tyson,Conan O. Huffman,1,General Help,Customer Success,7
Elit Nulla Facilisi Corporation,3/12/2020,D00CD7AB-D8E0-205D-B9D2-D9A982F1C413,turpis non enim. Mauris quis,5.5,0.053260870,,No,Yes,,788156 9177,Tasha V. Sellers,Phelan J. Garner,1,General Help,Customer Success,7
Sed Dictum Eleifend LLC,3/16/2020,60884899-C8D7-2FEF-F602-B6ED1F6E7E2B,eget lacus. Mauris non dui,5.5,0.053260870,,No,Yes,,624027 1095,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,7
Dolor Egestas Rhoncus Limited,2/5/2020,CCF6B43C-4019-A1D7-D54B-D75B2208EC82,Nulla tempor augue ac ipsum.,6,0.057065217,,No,Yes,,729977 4005,James Z. Garrett,Darrel F. Hancock,1,General Help,Customer Success,7.5
Vitae Velit Egestas LLC,3/3/2020,20EFF860-F036-29EA-28DF-2C9CF01BE99D,eu arcu. Morbi sit amet,6,0.057065217,,No,Yes,,174743 8875,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,7.5
A Facilisis LLP,3/10/2020,7BF25A16-7AF5-C631-E508-651820199AE0,Pellentesque ultricies dignissim lacus. Aliquam,6,0.057065217,,No,Yes,,749633 4645,James Z. Garrett,Reed B. Spence,1,General Help,Customer Success,7.5
A Limited,2/5/2020,B0889EEB-C27A-3F5B-7739-E9BA401A56D7,ipsum non arcu. Vivamus sit,6,0.057065217,,No,Yes,,095400 7969,Noel W. Tillman,Lucian K. Mcdonald,1,General Help,Customer Success,7.5
Eu Augue Porttitor Corporation,3/19/2020,D0FF1422-3FF2-A89F-5073-4F21E83BC7E8,amet risus. Donec egestas. Aliquam,6.5,0.060869565,,No,Yes,,094947 1973,Kaden A. Chase,Stephanie U. Perry,1,General Help,Customer Success,8
Ante Maecenas Consulting,3/4/2020,A25BDCA9-5350-DE63-D732-7BF4A794F791,Nulla facilisi. Sed neque. Sed,7,0.064673913,,No,Yes,,064596 2341,Holly P. Cameron,Dale C. Holmes,1,General Help,Customer Success,8.5
Et Limited,2/13/2020,754FC17B-A00E-6297-419F-E2E4ACEAC20C,Proin non massa non ante,7,0.064673913,,No,Yes,,305341 4995,Ina E. Cochran,Kasper R. Marshall,1,General Help,Customer Success,8.5
Augue Eu Tempor Consulting,3/26/2020,3A93AEA8-F6B8-A209-5ABF-5854F6105B8B,Covid vestibulum. Mauris magna. Duis dignissim,7.5,0.068478261,,Yes,Yes,9,458679 8763,Kaden A. Chase,Stephanie U. Perry,1,General Help,Customer Success,9
Hendrerit Institute,3/23/2020,DD83E82D-088A-53A8-160C-C01B653B0446,"Covid semper rutrum. Fusce dolor quam,",7.5,0.068478261,,Yes,Yes,9,808943 2754,Kelly C. Monroe,Grace A. Norman,1,General Help,Customer Success,9
Orci Quis Lectus Corp.,1/24/2020,CC285F6D-06B2-EDC9-7679-8DB9B3525B9E,Nunc sollicitudin commodo ipsum. Suspendisse,7.5,0.068478261,,No,Yes,,078204 9084,Tyrone Z. Pollard,Britanni M. Henry,1,General Help,Customer Success,9
Vitae Institute,1/17/2020,7553729D-C3ED-EAD1-49D2-EECD50649962,"egestas a, dui. Cras pellentesque.",8,0.072282609,,No,Yes,,295147 1479,April F. David,Jana L. Langley,1,General Help,Customer Success,9.5
Metus Vivamus Industries,3/26/2020,C8B070E9-AA99-18D0-038C-CC96124A1CEC,ornare. Fusce mollis. Duis sit,8,0.072282609,,No,Yes,9.5,697958 9071,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,9.5
Maecenas Ornare Egestas Corporation,1/9/2020,E11AE5D1-08E5-64C7-009F-65AD0FC9F128,"Curabitur consequat, lectus sit amet",8,0.072282609,,No,Yes,,098101 9235,May R. Henderson,Maxwell P. Cole,1,General Help,Customer Success,9.5
Sit Consulting,3/23/2020,2B4226AB-0A53-AA36-D6F9-3FECEC4AB9DA,"a, dui. Cras pellentesque. Sed",8.5,0.076086957,,No,Yes,10,652785 3391,Buffy Y. Flynn,Georgia Q. Payne,1,General Help,Customer Success,10
Netus Institute,3/11/2020,284B9183-9D6C-1146-728B-BA81BBC9672D,"est ac facilisis facilisis, magna",8.5,0.076086957,,No,Yes,,869885 4604,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,10
Amet Ante Vivamus Consulting,2/27/2020,1732A94B-0313-1AA3-CB2B-75D3627C60F7,"risus varius orci, in consequat",8.5,0.076086957,,No,Yes,,045571 1325,James Z. Garrett,Roanna B. Langley,1,General Help,Customer Success,10
Eleifend Nec PC,1/13/2020,7A2C1D91-F289-35D7-F688-58FC37085FF0,"Covid ac, fermentum vel, mauris. Integer",8.5,0.076086957,,Yes,Yes,,596822 4864,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,10
Orci Quis Lectus Corporation,1/24/2020,66478D26-4405-2BBA-64E3-B4FE73E821D3,"Covid accumsan convallis, ante lectus convallis",8.5,0.076086957,,Yes,Yes,,336668 6271,Luke D. Tyson,Adrienne W. May,1,General Help,Customer Success,10
Ipsum Ac Company,2/28/2020,19D1A327-4420-7EBC-4833-0FA85D4A5868,Covid Morbi accumsan laoreet ipsum. Curabitur,8.5,0.076086957,,Yes,Yes,,388358 6525,Luke D. Tyson,Audra X. Alford,1,General Help,Customer Success,10
Augue Ac LLP,1/30/2020,538487C4-2514-9220-AB34-2FCFAD993EEC,"vestibulum nec, euismod in, dolor.",9,0.079891304,,No,Yes,,678987 1396,Elliott C. Ortiz,Winifred I. Pope,1,General Help,Customer Success,10.5
Neque Nullam Nisl Ltd,3/12/2020,75AF9B05-FBFC-158F-3474-59D6FA65F7AB,cursus vestibulum. Mauris magna. Duis,9,0.079891304,,No,Yes,,716509 9222,Gareth I. Gardner,Pamela I. Barnett,1,General Help,Customer Success,10.5
Faucibus Corporation,3/17/2020,3173242E-80B8-2CE4-DE5C-4D981087FDB0,"Covid rhoncus. Donec est. Nunc ullamcorper,",9,0.079891304,,Yes,Yes,,509011 6061,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,10.5
Ligula Eu Corporation,1/27/2020,8E8696CC-9A06-5700-6C05-E188CCF58F99,"lacinia. Sed congue, elit sed",1,0.007608696,,No,Yes,,055423 4492,Declan D. Puckett,Cheryl U. Perkins,1,Training,Customer Success,1
Nam Interdum Enim PC,3/12/2020,6C43CF15-9D23-704F-FD3A-DB047DE43EC6,ipsum primis in faucibus orci,1,0.007608696,,No,Yes,,885657 0067,Declan D. Puckett,Cheryl U. Perkins,1,Training,Customer Success,1
Morbi Non Corp.,1/15/2020,91F99900-481A-E7B3-4429-8BE5D1C103E5,"Covid sed, sapien. Nunc pulvinar arcu",1,0.007608696,,Yes,Yes,,615783 3507,Elliott C. Ortiz,Yuli L. Santana,1,Training,Customer Success,1
Suspendisse Sed Ltd,1/22/2020,83F7B185-60A7-DC10-3D78-CA75C29F289C,"Nunc mauris sapien, cursus in,",1,0.007608696,,No,Yes,,273086 8060,Ina E. Cochran,Kasper R. Marshall,1,Training,Customer Success,1
Vitae Limited,2/27/2020,5F1853E3-D933-6393-61DB-A7AF3A0EC078,"Covid elit. Aliquam auctor, velit eget",1,0.007608696,,Yes,Yes,,266908 7062,Zorita A. Byers,Cora E. Lawson,1,Training,Customer Success,1
Et Corp.,3/5/2020,4034E556-4701-BC3C-DDC1-BC049FB19DAD,"hendrerit id, ante. Nunc mauris",1.5,0.011413043,,No,Yes,,465609 4655,August K. Schroeder,Tatyana T. Knapp,1,Training,Customer Success,1.5
Vulputate Eu Incorporated,1/23/2020,4145D3EE-996F-3548-B765-01A9E853AAB8,ac metus vitae velit egestas,1.5,0.011413043,,No,Yes,,463176 0891,Tasha V. Sellers,Dolan J. Mayo,1,Training,Customer Success,1.5
Arcu Institute,1/15/2020,5547359E-DE85-3508-A961-FB6E5B879CA4,"Covid est, congue a, aliquet vel,",2,0.015217391,,Yes,Yes,,734151 9846,Belle J. Shaw,Mariko J. Elliott,1,Training,Customer Success,2
Tincidunt Limited,3/6/2020,298F9582-A454-64AB-8B9B-0D81EBA7D1FE,odio. Phasellus at augue id,2,0.015217391,,No,Yes,,678118 3212,Gareth I. Gardner,Cassady G. Grimes,1,Training,Customer Success,2
Proin Institute,3/25/2020,37F66ABA-E6C8-CF43-3D52-B32284FE4BD2,Morbi vehicula. Pellentesque tincidunt tempus,2.5,0.019021739,,No,Yes,2.5,342857 7856,Tasha V. Sellers,Anastasia J. Myers,1,Training,Customer Success,2.5
Faucibus Morbi Incorporated,1/17/2020,044E06F3-530E-E5B7-7FC4-0B0C85E06F62,cursus purus. Nullam scelerisque neque,3,0.022826087,,No,Yes,,585530 6659,Declan D. Puckett,Quail S. Curtis,1,Training,Customer Success,3
Pede Ultrices A Incorporated,3/11/2020,3A0B4C3C-87E5-7AF5-69B2-A829BB64FDF9,ac libero nec ligula consectetuer,3,0.022826087,,No,Yes,,628232 2202,Elliott C. Ortiz,Winifred I. Pope,1,Training,Customer Success,3
Rutrum Inc.,1/17/2020,D32B240A-FE43-9F57-583F-AFF090A968E0,"molestie pharetra nibh. Aliquam ornare,",3,0.022826087,,No,Yes,,253843 7092,Hadley J. Noel,Dennis A. Schultz,1,Training,Customer Success,3
Eu Accumsan Foundation,1/29/2020,F5D47C38-A5C4-CEC9-B4C1-BBFC5983CD33,"ipsum sodales purus, in molestie",3,0.022826087,,No,Yes,,067727 0910,May R. Henderson,Halla Y. Quinn,1,Training,Customer Success,3
Fringilla Cursus PC,2/12/2020,FCEEEE41-652E-8A8D-D129-50471A781F39,"urna, nec luctus felis purus",3,0.022826087,,No,Yes,,888282 1591,Wesley J. Hunt,Shelby E. Clarke,1,Training,Customer Success,3
Odio Corp.,3/13/2020,4B51F303-7757-5896-2B3C-26E22CFB0F8B,"sem ut cursus luctus, ipsum",3,0.022826087,,No,Yes,,126077 2577,Zorita A. Byers,Jerome X. Wynn,1,Training,Customer Success,3
Malesuada Ut Sem Incorporated,1/10/2020,D695D485-322A-96A5-487A-6BD93660BB16,vehicula aliquet libero. Integer in,3,0.034239130,,No,Yes,,085445 9989,Elliott C. Ortiz,Winifred I. Pope,1,Training,Customer Success,4.5
Vitae Aliquet Associates,1/31/2020,143D4EAB-7487-1D5B-FE1E-042157C1FB49,"blandit viverra. Donec tempus, lorem",3,0.034239130,,No,Yes,,274299 0712,Neil K. Sherman,Aphrodite E. Bishop,1,Training,Customer Success,4.5
Tempus Risus Donec Inc.,3/31/2020,EB85F2E7-FC35-1E0A-9AAE-954A1622E690,porttitor eros nec tellus. Nunc,3.5,0.038043478,5,No,Yes,,818289 3886,Britanney O. Bridges,Yetta H. Benson,1,Training,Customer Success,5
Diam Duis Inc.,1/15/2020,36AD5965-6C7F-C649-8B00-062A2ADD554B,"Covid varius ultrices, mauris ipsum porta",3.5,0.038043478,,Yes,Yes,,115524 6141,Dolan X. Russo,Stacy E. Espinoza,1,Training,Customer Success,5
Nisi Nibh Ltd,1/15/2020,F01318D2-ADF1-7AD6-DD13-921F9937C294,commodo tincidunt nibh. Phasellus nulla.,3.5,0.038043478,,No,Yes,,627458 4017,James Z. Garrett,Roanna B. Langley,1,Training,Customer Success,5
Pede Ltd,1/7/2020,6340F6AA-FE55-79F1-80D2-38888E6F70DC,Donec fringilla. Donec feugiat metus,4,0.030434783,,No,Yes,,545295 6849,Kaden A. Chase,Ifeoma Z. Summers,1,Training,Customer Success,4
Laoreet Limited,1/24/2020,190F197D-0788-1491-18A4-4C7D228D4E65,Covid ornare. Fusce mollis. Duis sit,4,0.041847826,,Yes,Yes,,656103 6523,Luke D. Tyson,Adrienne W. May,1,Training,Customer Success,5.5
Suscipit Nonummy Inc.,1/23/2020,838A3FA7-6EFE-6D58-FEE0-5419B390A925,"egestas, urna justo faucibus lectus,",4.5,0.045652174,,No,Yes,,362504 3314,April F. David,Illana D. Hewitt,1,Training,Customer Success,6
Suscipit Nonummy Inc.,1/27/2020,0A4859C3-63FA-218B-A8D4-DD49A8FB81EB,"Mauris vestibulum, neque sed dictum",4.5,0.045652174,,No,Yes,,886714 8168,April F. David,Illana D. Hewitt,1,Training,Customer Success,6
Donec Consectetuer Mauris Incorporated,3/6/2020,BFC33E97-F27F-65F1-601F-8E11B3506BD3,Nunc ut erat. Sed nunc,4.5,0.045652174,,No,Yes,,097018 5278,Declan D. Puckett,Cheryl U. Perkins,1,Training,Customer Success,6
Donec Associates,1/9/2020,C4F4460F-0FDC-F3C2-FEB5-2B56A7D813DF,Covid vitae velit egestas lacinia. Sed,4.5,0.045652174,,Yes,Yes,,904632 4076,Dolan X. Russo,Odysseus I. Vincent,1,Training,Customer Success,6
