Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
NJ,False,-21%,Passaic,10,Katherine Murray,Home Office,0.08,1,11/29/2014,11/29/2014,33253,Not Specified,6,0.57,Office Supplies,Wrap Bag,Newell 31,Pens & Art Supplies,-5.2,East,4673,3,24.2,12/1/2014,Regular Air,1.17,New Jersey,New Jersey,4.13,07055
ME,True,+24%,Westbrook,11.5,Katherine Murray,Home Office,0.04,1,11/29/2014,11/29/2014,33253,Not Specified,17,0.39,Technology,Small Pack,Accessory9,Telephones and Communication,127.854,East,4674,0,524.212,12/1/2014,Regular Air,3.3,Maine,Maine,35.99,04092
PA,True,+44%,Penn Hills,9,Lena Creighton,Home Office,0.08,1,11/30/2014,11/30/2014,27106,High,50,0.39,Office Supplies,Small Box,Laser & Ink Jet Business Envelopes,Envelopes,232.58,East,3801,3,531.48,11/30/2014,Regular Air,1.39,Pennsylvania,Pennsylvania,10.67,15235
IA,True,+36%,Newton,5,Christina Vanderzanden,Small Business,0.1,1,11/30/2014,11/30/2014,25248,Medium,26,0.38,Office Supplies,Small Box,Xerox 1891,Paper,418.19,Central,3542,3,1150.3,12/1/2014,Regular Air,5.81,Iowa,Iowa,48.91,50208
PA,False,-16%,Philadelphia,9,Lena Creighton,Home Office,0.08,1,11/30/2014,11/30/2014,27106,High,29,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-570.18,East,3802,3,3524.55,12/2/2014,Delivery Truck,30,Pennsylvania,Pennsylvania,130.98,19143
PA,True,+33%,Philadelphia,9,Lena Creighton,Home Office,0.05,1,11/30/2014,11/30/2014,27106,High,42,0.52,Furniture,Small Pack,"Executive Impressions 14"" Contract Wall Clock",Office Furnishings,297.11,East,3803,3,890.61,12/2/2014,Regular Air,3.63,Pennsylvania,Pennsylvania,22.23,19143
PA,False,-34%,Penn Hills,9,Lena Creighton,Home Office,0.06,1,11/30/2014,11/30/2014,27106,High,1,0.38,Office Supplies,Small Box,Heavy-Duty E-Z-D® Binders,Binders and Binder Accessories,-4.7035,East,3800,3,13.96,12/2/2014,Regular Air,2.99,Pennsylvania,Pennsylvania,10.91,15235
PA,True,+6%,Philadelphia,9,Lena Creighton,Home Office,0.08,1,11/30/2014,11/30/2014,27106,High,10,0.48,Office Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,Pens & Art Supplies,3.77,East,3804,3,64.19,12/2/2014,Regular Air,1.5,Pennsylvania,Pennsylvania,6.68,19143
IA,True,+11%,Newton,5,Christina Vanderzanden,Small Business,0.05,1,11/30/2014,11/30/2014,25248,Medium,33,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,29.21,Central,3541,3,271.14,12/2/2014,Express Air,1.99,Iowa,Iowa,8.33,50208
OH,True,+3%,Upper Arlington,8,Vivek Grady,Corporate,0.06,1,12/1/2014,12/1/2014,33510,High,11,0.36,Office Supplies,Small Box,Xerox 1893,Paper,13.21,East,4705,3,449.79,12/1/2014,Regular Air,17.48,Ohio,Ohio,40.99,43221
OH,False,-36%,Upper Arlington,8,Vivek Grady,Corporate,0.03,1,12/1/2014,12/1/2014,33510,High,42,0.6,Furniture,Small Box,Eldon Expressions Mahogany Wood Desk Collection,Office Furnishings,-96.95,East,4704,3,267.06,12/2/2014,Regular Air,5.22,Ohio,Ohio,6.24,43221
MD,False,-8%,Aspen Hill,8.5,Vivek Gonzalez,Consumer,0.08,1,12/1/2014,12/1/2014,45376,Critical,19,0.65,Office Supplies,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,-555.98,East,6385,4,6648.58,12/2/2014,Delivery Truck,99,Maryland,Maryland,370.98,20906
GA,True,+13%,Augusta,8,Peter Fuller,Consumer,0.03,1,12/1/2014,12/1/2014,37667,High,31,0.38,Office Supplies,Small Box,"GBC White Gloss Covers, Plain Front",Binders and Binder Accessories,61.676,South,5288,7,472.35,12/2/2014,Regular Air,6.46,Georgia,Georgia,14.48,30904
NY,False,-3%,East Massapequa,9.5,Laurel Elliston,Corporate,0.09,1,12/1/2014,12/1/2014,32065,Medium,25,0.4,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,-12.3453,East,4504,2,450.28,12/2/2014,Regular Air,8.51,New York,New York,17.98,11758
OR,True,+31%,Oregon City,1.5,Becky Pak,Corporate,0.02,1,12/1/2014,12/1/2014,14563,Critical,31,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,298.467,West,2044,4,953.0455,12/2/2014,Regular Air,5.99,Oregon,Oregon,35.99,97045
NC,False,-33%,Cary,9,Denise Monton,Home Office,0.03,1,12/2/2014,12/2/2014,58755,Low,7,0.38,Office Supplies,Small Box,Round Ring Binders,Binders and Binder Accessories,-5.1865,South,8217,5,15.61,12/4/2014,Regular Air,1.49,North Carolina,North Carolina,2.08,27511
OR,False,-594%,Albany,1.5,Sibella Parks,Small Business,0.03,1,12/2/2014,12/2/2014,774,Critical,17,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-752.13,West,120,4,126.57,12/4/2014,Regular Air,49,Oregon,Oregon,4.48,97321
OH,False,-22%,North Royalton,8,Sally Hughsby,Consumer,0.03,1,12/2/2014,12/2/2014,29255,Low,11,0.58,Technology,Small Box,8260,Telephones and Communication,-136.092,East,4112,3,617.219,12/6/2014,Express Air,8.99,Ohio,Ohio,65.99,44133
CA,True,+24%,Santa Ana,2,Bobby Trafton,Corporate,0.03,1,12/2/2014,12/2/2014,56868,Low,34,0.55,Technology,Small Box,252,Telephones and Communication,473.265,West,7959,5,1947.4265,12/9/2014,Regular Air,5.92,California,California,65.99,92704
NC,False,-203%,Cary,9,Denise Monton,Home Office,0,1,12/2/2014,12/2/2014,58755,Low,18,0.38,Office Supplies,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Paper,-95.42,South,8218,5,47.11,12/11/2014,Regular Air,7.09,North Carolina,North Carolina,2.18,27511
MO,False,-28%,Bridgeton,5.5,Janet Molinari,Corporate,0,1,12/3/2014,12/3/2014,41664,Critical,5,0.43,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,-15.3,Central,5872,4,54.8,12/3/2014,Regular Air,1.99,Missouri,Missouri,9.78,63044
MO,True,+22%,Bridgeton,5.5,Janet Molinari,Corporate,0.07,1,12/3/2014,12/3/2014,41664,Critical,40,0.57,Office Supplies,Small Pack,Boston 1799 Powerhouse™ Electric Pencil Sharpener,Pens & Art Supplies,230.69,Central,5873,4,1038.19,12/5/2014,Regular Air,4.08,Missouri,Missouri,25.98,63044
TX,True,+42%,Bryan,4,Dave Hallsten,Home Office,0.07,1,12/3/2014,12/3/2014,54401,High,34,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders and Binder Accessories,278.579,Central,7603,7,670.02,12/5/2014,Regular Air,1.49,Texas,Texas,20.98,77803
IN,True,+38%,Valparaiso,7,Joy Smith,Corporate,0.1,1,12/3/2014,12/3/2014,17376,High,44,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,425.08,Central,2395,3,1127.81,12/5/2014,Regular Air,1.99,Indiana,Indiana,28.48,46383
MS,True,+23%,Jackson,6.5,Joel Eaton,Home Office,0.09,1,12/3/2014,12/3/2014,28963,Not Specified,37,0.59,Technology,Small Box,V70,Telephones and Communication,1372.086,South,4069,6,6072.1875,12/5/2014,Regular Air,2.5,Mississippi,Mississippi,205.99,39212
OH,True,+16%,Bowling Green,8,Xylona Price,Corporate,0.1,1,12/4/2014,12/4/2014,47303,Medium,47,0.37,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,226.5335,East,6651,3,1413.82,12/5/2014,Regular Air,11.63,Ohio,Ohio,30.98,43402
OH,True,+22%,Bowling Green,8,Xylona Price,Corporate,0.03,1,12/4/2014,12/4/2014,47303,Medium,7,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,12.64,East,6652,3,56.9,12/5/2014,Regular Air,1.39,Ohio,Ohio,7.64,43402
CA,True,+35%,Fresno,2,Benjamin Venier,Small Business,0,1,12/4/2014,12/4/2014,48641,High,13,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,23.16,West,6828,5,66.83,12/5/2014,Regular Air,0.8,California,California,4.98,93727
OH,False,-46%,Bowling Green,8,Xylona Price,Corporate,0.04,1,12/4/2014,12/4/2014,47303,Medium,45,0.37,Office Supplies,Small Box,Xerox 210,Paper,-143.58,East,6653,3,308.92,12/6/2014,Express Air,7.37,Ohio,Ohio,6.48,43402
AL,True,+10%,Decatur,7.5,Ionia McGrath,Home Office,0.02,1,12/4/2014,12/4/2014,38531,Low,26,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,11.96,South,5424,6,118.43,12/11/2014,Express Air,2.26,Alabama,Alabama,4.2,35601
CA,True,+26%,Santa Monica,2,Christy Brittain,Consumer,0.02,1,12/5/2014,12/5/2014,9344,Low,31,0.55,Technology,Small Box,SC7868i,Telephones and Communication,900.414,West,1283,5,3448.6455,12/5/2014,Regular Air,8.99,California,California,125.99,90405
MD,True,+6%,Essex,8.5,Ralph Arnett,Consumer,0.05,1,12/5/2014,12/5/2014,18400,Not Specified,29,0.6,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,34.16,East,2535,4,598.49,12/6/2014,Regular Air,4,Maryland,Maryland,20.95,21221
AZ,True,+36%,Sun City,3,Dianna Vittorini,Corporate,0.06,1,12/5/2014,12/5/2014,20864,High,19,0.37,Furniture,Small Pack,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Office Furnishings,90,West,2892,5,251.45,12/7/2014,Regular Air,4.95,Arizona,Arizona,13.4,85351
CA,False,-29%,Santa Monica,2,Christy Brittain,Consumer,0.09,1,12/5/2014,12/5/2014,9344,Low,18,,Office Supplies,Large Box,Safco Industrial Wire Shelving,Storage & Organization,-505.69,West,1282,5,1733.1,12/7/2014,Regular Air,35,California,California,95.99,90405
PA,False,-32%,Chester,9,Erica Hackney,Small Business,0.08,1,12/6/2014,12/6/2014,38146,Low,41,0.57,Furniture,Large Box,Luxo Economy Swing Arm Lamp,Office Furnishings,-253.74,East,5366,3,782.05,12/6/2014,Regular Air,14.87,Pennsylvania,Pennsylvania,19.94,19013
IN,True,+40%,Marion,7,Harold Engle,Home Office,0.06,1,12/6/2014,12/6/2014,40480,Critical,19,0.35,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,3049.4515,Central,5714,3,7608.88,12/6/2014,Express Air,19.99,Indiana,Indiana,420.98,46952
NJ,True,+23%,Hawthorne,10,Ellis Ballard,Corporate,0.1,1,12/6/2014,12/6/2014,30279,Critical,25,0.56,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,324.96,East,4254,3,1412.98,12/6/2014,Regular Air,4.5,New Jersey,New Jersey,60.97,07506
NJ,True,+25%,Maple Shade,10,Ellis Ballard,Corporate,0.06,1,12/6/2014,12/6/2014,30279,Critical,39,0.59,Technology,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,Office Machines,4914.24,East,4255,3,19539.94,12/7/2014,Delivery Truck,16.63,New Jersey,New Jersey,517.48,08052
TX,True,+11%,Houston,4,Melanie Page,Corporate,0.02,1,12/6/2014,12/6/2014,43875,Critical,16,0.58,Technology,Small Box,A1228,Telephones and Communication,311.094,Central,6192,7,2795.004,12/7/2014,Regular Air,8.99,Texas,Texas,195.99,77036
TX,True,+5%,Houston,4,Melanie Page,Corporate,0.07,1,12/6/2014,12/6/2014,43875,Critical,17,0.55,Furniture,Jumbo Drum,"Global Airflow Leather Mesh Back Chair, Black",Chairs & Chairmats,117.23,Central,6190,7,2573.92,12/8/2014,Delivery Truck,143.71,Texas,Texas,150.98,77036
IN,True,+17%,Marion,7,Harold Engle,Home Office,0.1,1,12/6/2014,12/6/2014,40480,Critical,50,0.49,Furniture,Small Box,DAX Natural Wood-Tone Poster Frame,Office Furnishings,221.81,Central,5715,3,1270.03,12/8/2014,Regular Air,6.93,Indiana,Indiana,26.48,46952
NY,False,-114%,West Islip,9.5,Carol Triggs,Home Office,0.06,1,12/6/2014,12/6/2014,28581,Medium,1,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-41.561,East,4003,2,36.4,12/8/2014,Regular Air,12.98,New York,New York,24.92,11795
NY,True,+41%,West Islip,9.5,Carol Triggs,Home Office,0.04,1,12/6/2014,12/6/2014,28581,Medium,36,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,73.05,East,4004,2,176.35,12/8/2014,Regular Air,0.8,New York,New York,4.98,11795
TX,True,+4%,Houston,4,Melanie Page,Corporate,0.01,1,12/6/2014,12/6/2014,43875,Critical,40,0.4,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,27.64,Central,6191,7,727.64,12/8/2014,Regular Air,8.51,Texas,Texas,17.98,77036
TX,True,+13%,Houston,4,Melanie Page,Corporate,0.07,1,12/6/2014,12/6/2014,43875,Critical,25,0.58,Technology,Small Box,Timeport L7089,Telephones and Communication,331.29,Central,6193,7,2564.5775,12/8/2014,Regular Air,7.69,Texas,Texas,125.99,77036
TX,True,+3%,Houston,4,Melanie Page,Corporate,0.03,1,12/6/2014,12/6/2014,43875,Critical,24,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,11.39,Central,6189,7,382.19,12/9/2014,Express Air,6.75,Texas,Texas,14.42,77036
OR,False,-24%,Coos Bay,1.5,Erica Hackney,Small Business,0.03,1,12/6/2014,12/6/2014,38146,Low,45,0.35,Office Supplies,Small Box,GBC VeloBinder Strips,Binders and Binder Accessories,-82.9495,West,5367,4,341.39,12/10/2014,Regular Air,6.16,Oregon,Oregon,7.68,97420
ME,True,+45%,South Portland,11.5,Chuck Sachs,Consumer,0.03,1,12/7/2014,12/7/2014,20098,Medium,8,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,87.66,East,2785,0,194.11,12/7/2014,Regular Air,8.99,Maine,Maine,22.72,04106
SC,True,+18%,Taylors,8.5,Valerie Takahito,Consumer,0.04,1,12/7/2014,12/7/2014,9829,Critical,23,0.37,Office Supplies,Small Box,GBC Linen Binding Covers,Binders and Binder Accessories,133.705,South,1346,6,750.39,12/8/2014,Regular Air,11.63,South Carolina,South Carolina,30.98,29687
FL,True,+24%,Hialeah,8.5,Russell Applegate,Home Office,0.09,1,12/7/2014,12/7/2014,55042,High,38,0.55,Technology,Small Box,6000,Telephones and Communication,471.087,South,7681,8,1978.4345,12/8/2014,Regular Air,2.5,Florida,Florida,65.99,33012
FL,True,+30%,Hialeah,8.5,Russell Applegate,Home Office,0.05,1,12/7/2014,12/7/2014,55042,High,28,0.56,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,513.93,South,7680,8,1717.88,12/9/2014,Express Air,4.5,Florida,Florida,60.97,33012
SC,False,-2%,Taylors,8.5,Valerie Takahito,Consumer,0.06,1,12/7/2014,12/7/2014,9829,Critical,4,0.36,Office Supplies,Small Box,Avery 508,Labels,-0.43,South,1347,6,18.46,12/9/2014,Regular Air,0.5,South Carolina,South Carolina,4.91,29687
MA,False,-33%,Fitchburg,10.5,Chuck Sachs,Consumer,0.04,1,12/7/2014,12/7/2014,20098,Medium,11,0.49,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,-61.1001,East,2784,2,183.32,12/9/2014,Regular Air,9.4,Massachusetts,Massachusetts,15.99,01420
MO,False,-18%,Independence,5.5,Maria Bertelson,Home Office,0.09,1,12/8/2014,12/8/2014,59200,Medium,4,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,-30.27,Central,8280,4,170.45,12/8/2014,Regular Air,4.62,Missouri,Missouri,42.98,64055
CA,False,-37%,Hacienda Heights,2,Cyra Reiten,Consumer,0.1,1,12/8/2014,12/8/2014,9093,Medium,36,0.77,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-99.02,West,1253,5,268.55,12/8/2014,Regular Air,2.83,California,California,8.12,91745
MO,False,-11%,Independence,5.5,Maria Bertelson,Home Office,0.03,1,12/8/2014,12/8/2014,59200,Medium,28,0.6,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-37.3,Central,8281,4,350.42,12/10/2014,Regular Air,5.81,Missouri,Missouri,11.97,64055
LA,False,-59%,New Orleans,5.5,Susan Pistek,Home Office,0.07,1,12/8/2014,12/8/2014,44452,Not Specified,50,0.37,Office Supplies,Small Box,Xerox 213,Paper,-195.57,South,6283,6,330.27,12/10/2014,Regular Air,7.86,Louisiana,Louisiana,6.48,70117
TX,True,+42%,Wylie,4,Grace Kelly,Consumer,0.04,1,12/8/2014,12/8/2014,12130,Not Specified,37,0.43,Furniture,Wrap Bag,Flat Face Poster Frame,Office Furnishings,290.2,Central,1682,7,686.2,12/11/2014,Regular Air,3.62,Texas,Texas,18.84,75098
TX,True,+35%,Wylie,4,Grace Kelly,Consumer,0.05,1,12/8/2014,12/8/2014,12130,Not Specified,42,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,444.15,Central,1683,7,1274.5155,12/11/2014,Regular Air,5.99,Texas,Texas,35.99,75098
NC,False,-24%,High Point,9,Liz Carlisle,Corporate,0.01,1,12/9/2014,12/9/2014,57510,Not Specified,6,0.37,Office Supplies,Small Box,Xerox 1977,Paper,-11.34,South,8059,5,48.05,12/9/2014,Regular Air,5.2,North Carolina,North Carolina,6.68,27260
TX,True,+10%,Laredo,4,Duane Huffman,Consumer,0,1,12/9/2014,12/9/2014,33219,High,32,0.59,Furniture,Jumbo Drum,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,764.95,Central,4666,7,7341.96,12/10/2014,Delivery Truck,64.2,Texas,Texas,216.6,78041
CA,True,+23%,San Francisco,2,Karen Carlisle,Home Office,0.06,1,12/9/2014,12/9/2014,21927,High,23,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,1909.03,West,3063,5,8225.24,12/10/2014,Delivery Truck,30,California,California,350.98,94110
NY,False,-33%,Watertown,9.5,Ben Wallace,Home Office,0.02,1,12/9/2014,12/9/2014,47265,Critical,31,0.36,Office Supplies,Small Box,Xerox 1983,Paper,-60.83,East,6643,2,187.13,12/10/2014,Regular Air,5.46,New York,New York,5.98,13601
CA,False,-636%,Concord,2,Nicole Brennan,Home Office,0.01,1,12/9/2014,12/9/2014,22848,Not Specified,20,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-893.39,West,3176,5,140.37,12/10/2014,Regular Air,49,California,California,4.48,94521
MD,False,-26%,Cumberland,8.5,Michelle Tran,Consumer,0.02,1,12/9/2014,12/9/2014,15941,Not Specified,15,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-246.32,East,2211,4,951.09,12/11/2014,Delivery Truck,36.61,Maryland,Maryland,58.14,21501
CA,False,-5%,Concord,2,Nicole Brennan,Home Office,0.02,1,12/9/2014,12/9/2014,22848,Not Specified,45,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-287.62,West,3177,5,5921.74,12/11/2014,Delivery Truck,30,California,California,130.98,94521
NJ,True,+5%,Iselin,10,Alan Shonely,Small Business,0.09,1,12/9/2014,12/9/2014,6912,Not Specified,14,0.5,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,15.34,East,955,3,294.52,12/11/2014,Regular Air,5.94,New Jersey,New Jersey,21.78,08830
CA,False,-77%,Concord,2,Nicole Brennan,Home Office,0.09,1,12/9/2014,12/9/2014,22848,Not Specified,4,0.48,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-52.44,West,3178,5,68.16,12/11/2014,Regular Air,6.5,California,California,15.98,94521
CA,False,-120%,San Carlos,2,Julia Barnett,Home Office,0.02,1,12/9/2014,12/9/2014,12262,Low,45,0.65,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-1460.77,West,1708,5,1212.928,12/14/2014,Delivery Truck,45.51,California,California,31.76,94070
ID,False,-85%,Caldwell,2,Sue Ann Reed,Consumer,0.05,1,12/10/2014,12/10/2014,42083,Critical,33,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-57.97,West,5934,3,68.42,12/10/2014,Regular Air,2.56,Idaho,Idaho,2.08,83605
CA,False,-10%,Twentynine Palms,2,Tamara Willingham,Corporate,0.03,1,12/10/2014,12/10/2014,26464,High,25,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-26.33,West,3705,5,268.58,12/10/2014,Regular Air,4.5,California,California,10.89,92277
NY,True,+38%,Hicksville,9.5,Justin MacKendrick,Corporate,0.08,1,12/10/2014,12/10/2014,40870,Critical,43,0.48,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,4833.27,East,5757,2,12858.88,12/10/2014,Regular Air,7.18,New York,New York,300.97,11801
CA,True,+6%,Twentynine Palms,2,Tamara Willingham,Corporate,0.06,1,12/10/2014,12/10/2014,26464,High,26,0.55,Furniture,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,75.36,West,3706,5,1280.65,12/11/2014,Regular Air,22.24,California,California,50.98,92277
ID,True,+23%,Caldwell,2,Sue Ann Reed,Consumer,0.03,1,12/10/2014,12/10/2014,42083,Critical,38,0.57,Furniture,Large Box,Hon Olson Stacker Stools,Chairs & Chairmats,1263.98,West,5932,3,5526.16,12/12/2014,Regular Air,24.49,Idaho,Idaho,140.81,83605
NY,False,-44%,Hicksville,9.5,Justin MacKendrick,Corporate,0,1,12/10/2014,12/10/2014,40870,Critical,28,0.41,Furniture,Small Box,"Eldon® 300 Class™ Desk Accessories, Black",Office Furnishings,-64.05,East,5758,2,146.69,12/12/2014,Regular Air,5.32,New York,New York,4.95,11801
ID,False,-36%,Caldwell,2,Sue Ann Reed,Consumer,0.04,1,12/10/2014,12/10/2014,42083,Critical,36,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-86.3,West,5933,3,236.89,12/12/2014,Regular Air,6.22,Idaho,Idaho,6.48,83605
KY,False,-6%,Nicholasville,6.5,Mark Hamilton,Home Office,0.06,1,12/11/2014,12/11/2014,41956,Medium,22,0.58,Office Supplies,Small Box,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage & Organization,-22.4,South,5916,4,364.69,12/12/2014,Express Air,6.25,Kentucky,Kentucky,16.91,40356
KY,False,-80%,Owensboro,6.5,Mark Hamilton,Home Office,0,1,12/11/2014,12/11/2014,41956,Medium,16,0.66,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-68.67,South,5917,4,86.3,12/13/2014,Regular Air,4.93,Kentucky,Kentucky,4.89,42301
CO,True,+20%,Lakewood,3.5,Art Miller,Corporate,0.04,1,12/12/2014,12/12/2014,2595,Not Specified,13,0.62,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,2322.44,West,374,4,11764.25,12/13/2014,Delivery Truck,44.55,Colorado,Colorado,880.98,80232
CO,True,+23%,Lakewood,3.5,Art Miller,Corporate,0.09,1,12/12/2014,12/12/2014,2595,Not Specified,4,0.42,Furniture,Small Pack,Advantus Panel Wall Acrylic Frame,Office Furnishings,5.88,West,375,4,25.17,12/14/2014,Regular Air,5.26,Colorado,Colorado,5.47,80232
